"시도별","산업별","항목","시점",데이터
"대구광역시","기타 간이 음식점업","100석 이상","2018",84
"대구광역시","기타 간이 음식점업","100석 이상","2019",261
"대구광역시","제과점업","사업체수","2017",924
"대구광역시","제과점업","사업체수","2018",1042
"대구광역시","제과점업","사업체수","2019",1154
"대구광역시","제과점업","9석 이하","2017",510
"대구광역시","제과점업","9석 이하","2018",555
"대구광역시","제과점업","9석 이하","2019",885
"대구광역시","제과점업","10～19석","2017",192
"대구광역시","제과점업","10～19석","2018",265
"대구광역시","제과점업","10～19석","2019",51
"대구광역시","제과점업","20～29석","2017",126
"대구광역시","제과점업","20～29석","2018",90
"대구광역시","제과점업","20～29석","2019",161
"대구광역시","제과점업","30～49석","2017",78
"대구광역시","제과점업","30～49석","2018",93
"대구광역시","제과점업","30～49석","2019",27
"대구광역시","제과점업","50～99석","2017",18
"대구광역시","제과점업","50～99석","2018",39
"대구광역시","제과점업","50～99석","2019",23
"대구광역시","제과점업","100석 이상","2017",-
"대구광역시","제과점업","100석 이상","2018",0
"대구광역시","제과점업","100석 이상","2019",6
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수","2017",818
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수","2018",860
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수","2019",934
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","9석 이하","2017",400
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","9석 이하","2018",512
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","9석 이하","2019",343
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","10～19석","2017",78
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","10～19석","2018",102
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","10～19석","2019",285
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","20～29석","2017",103
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","20～29석","2018",30
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","20～29석","2019",171
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","30～49석","2017",93
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","30～49석","2018",11
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","30～49석","2019",20
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","50～99석","2017",74
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","50～99석","2018",146
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","50～99석","2019",42
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","100석 이상","2017",70
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","100석 이상","2018",59
"대구광역시","피자, 햄버거, 샌드위치 및 유사 음식점업","100석 이상","2019",73
"대구광역시","치킨 전문점","사업체수","2017",1942
"대구광역시","치킨 전문점","사업체수","2018",1895
"대구광역시","치킨 전문점","사업체수","2019",1940
"대구광역시","치킨 전문점","9석 이하","2017",764
"대구광역시","치킨 전문점","9석 이하","2018",757
"대구광역시","치킨 전문점","9석 이하","2019",598
"대구광역시","치킨 전문점","10～19석","2017",376
"대구광역시","치킨 전문점","10～19석","2018",483
"대구광역시","치킨 전문점","10～19석","2019",561
"대구광역시","치킨 전문점","20～29석","2017",294
"대구광역시","치킨 전문점","20～29석","2018",373
"대구광역시","치킨 전문점","20～29석","2019",0
"대구광역시","치킨 전문점","30～49석","2017",336
"대구광역시","치킨 전문점","30～49석","2018",134
"대구광역시","치킨 전문점","30～49석","2019",420
"대구광역시","치킨 전문점","50～99석","2017",163
"대구광역시","치킨 전문점","50～99석","2018",142
"대구광역시","치킨 전문점","50～99석","2019",219
"대구광역시","치킨 전문점","100석 이상","2017",9
"대구광역시","치킨 전문점","100석 이상","2018",7
"대구광역시","치킨 전문점","100석 이상","2019",143
"대구광역시","김밥 및 기타 간이 음식점업","사업체수","2017",2276
"대구광역시","김밥 및 기타 간이 음식점업","사업체수","2018",2310
"대구광역시","김밥 및 기타 간이 음식점업","사업체수","2019",2366
"대구광역시","김밥 및 기타 간이 음식점업","9석 이하","2017",257
"대구광역시","김밥 및 기타 간이 음식점업","9석 이하","2018",610
"대구광역시","김밥 및 기타 간이 음식점업","9석 이하","2019",382
"대구광역시","김밥 및 기타 간이 음식점업","10～19석","2017",626
"대구광역시","김밥 및 기타 간이 음식점업","10～19석","2018",721
"대구광역시","김밥 및 기타 간이 음식점업","10～19석","2019",545
"대구광역시","김밥 및 기타 간이 음식점업","20～29석","2017",788
"대구광역시","김밥 및 기타 간이 음식점업","20～29석","2018",511
"대구광역시","김밥 및 기타 간이 음식점업","20～29석","2019",811
"대구광역시","김밥 및 기타 간이 음식점업","30～49석","2017",323
"대구광역시","김밥 및 기타 간이 음식점업","30～49석","2018",434
"대구광역시","김밥 및 기타 간이 음식점업","30～49석","2019",549
"대구광역시","김밥 및 기타 간이 음식점업","50～99석","2017",138
"대구광역시","김밥 및 기타 간이 음식점업","50～99석","2018",18
"대구광역시","김밥 및 기타 간이 음식점업","50～99석","2019",44
"대구광역시","김밥 및 기타 간이 음식점업","100석 이상","2017",144
"대구광역시","김밥 및 기타 간이 음식점업","100석 이상","2018",16
"대구광역시","김밥 및 기타 간이 음식점업","100석 이상","2019",36
"대구광역시","간이 음식 포장 판매 전문점","사업체수","2017",385
"대구광역시","간이 음식 포장 판매 전문점","사업체수","2018",414
"대구광역시","간이 음식 포장 판매 전문점","사업체수","2019",393
"대구광역시","간이 음식 포장 판매 전문점","9석 이하","2017",320
"대구광역시","간이 음식 포장 판매 전문점","9석 이하","2018",313
"대구광역시","간이 음식 포장 판매 전문점","9석 이하","2019",362
"대구광역시","간이 음식 포장 판매 전문점","10～19석","2017",32
"대구광역시","간이 음식 포장 판매 전문점","10～19석","2018",75
"대구광역시","간이 음식 포장 판매 전문점","10～19석","2019",27
"대구광역시","간이 음식 포장 판매 전문점","20～29석","2017",32
"대구광역시","간이 음식 포장 판매 전문점","20～29석","2018",2
"대구광역시","간이 음식 포장 판매 전문점","20～29석","2019",0
"대구광역시","간이 음식 포장 판매 전문점","30～49석","2017",-
"대구광역시","간이 음식 포장 판매 전문점","30～49석","2018",19
"대구광역시","간이 음식 포장 판매 전문점","30～49석","2019",1
"대구광역시","간이 음식 포장 판매 전문점","50～99석","2017",-
"대구광역시","간이 음식 포장 판매 전문점","50～99석","2018",2
"대구광역시","간이 음식 포장 판매 전문점","50～99석","2019",0
"대구광역시","간이 음식 포장 판매 전문점","100석 이상","2017",2
"대구광역시","간이 음식 포장 판매 전문점","100석 이상","2018",3
"대구광역시","간이 음식 포장 판매 전문점","100석 이상","2019",3
"대구광역시","주점 및 비알코올 음료점업","사업체수","2017",10151
"대구광역시","주점 및 비알코올 음료점업","사업체수","2018",10498
"대구광역시","주점 및 비알코올 음료점업","사업체수","2019",10540
"대구광역시","주점 및 비알코올 음료점업","9석 이하","2017",549
"대구광역시","주점 및 비알코올 음료점업","9석 이하","2018",564
"대구광역시","주점 및 비알코올 음료점업","9석 이하","2019",892
"대구광역시","주점 및 비알코올 음료점업","10～19석","2017",1136
"대구광역시","주점 및 비알코올 음료점업","10～19석","2018",1800
"대구광역시","주점 및 비알코올 음료점업","10～19석","2019",1374
"대구광역시","주점 및 비알코올 음료점업","20～29석","2017",2281
"대구광역시","주점 및 비알코올 음료점업","20～29석","2018",3092
"대구광역시","주점 및 비알코올 음료점업","20～29석","2019",1963
"대구광역시","주점 및 비알코올 음료점업","30～49석","2017",3640
"대구광역시","주점 및 비알코올 음료점업","30～49석","2018",2773
"대구광역시","주점 및 비알코올 음료점업","30～49석","2019",2905
"대구광역시","주점 및 비알코올 음료점업","50～99석","2017",2032
"대구광역시","주점 및 비알코올 음료점업","50～99석","2018",1644
"대구광역시","주점 및 비알코올 음료점업","50～99석","2019",2829
"대구광역시","주점 및 비알코올 음료점업","100석 이상","2017",513
"대구광역시","주점 및 비알코올 음료점업","100석 이상","2018",626
"대구광역시","주점 및 비알코올 음료점업","100석 이상","2019",577
"대구광역시","주점업","사업체수","2017",6526
"대구광역시","주점업","사업체수","2018",6518
"대구광역시","주점업","사업체수","2019",6146
"대구광역시","주점업","9석 이하","2017",151
"대구광역시","주점업","9석 이하","2018",260
"대구광역시","주점업","9석 이하","2019",229
"대구광역시","주점업","10～19석","2017",407
"대구광역시","주점업","10～19석","2018",810
"대구광역시","주점업","10～19석","2019",759
"대구광역시","주점업","20～29석","2017",1558
"대구광역시","주점업","20～29석","2018",1712
"대구광역시","주점업","20～29석","2019",1393
"대구광역시","주점업","30～49석","2017",2786
"대구광역시","주점업","30～49석","2018",2060
"대구광역시","주점업","30～49석","2019",1873
"대구광역시","주점업","50～99석","2017",1407
"대구광역시","주점업","50～99석","2018",1552
"대구광역시","주점업","50～99석","2019",1754
"대구광역시","주점업","100석 이상","2017",218
"대구광역시","주점업","100석 이상","2018",124
"대구광역시","주점업","100석 이상","2019",138
"대구광역시","일반 유흥 주점업","사업체수","2017",1467
"대구광역시","일반 유흥 주점업","사업체수","2018",1354
"대구광역시","일반 유흥 주점업","사업체수","2019",1307
"대구광역시","일반 유흥 주점업","9석 이하","2017",-
"대구광역시","일반 유흥 주점업","9석 이하","2018",63
"대구광역시","일반 유흥 주점업","9석 이하","2019",0
"대구광역시","일반 유흥 주점업","10～19석","2017",90
"대구광역시","일반 유흥 주점업","10～19석","2018",79
"대구광역시","일반 유흥 주점업","10～19석","2019",244
"대구광역시","일반 유흥 주점업","20～29석","2017",405
"대구광역시","일반 유흥 주점업","20～29석","2018",396
"대구광역시","일반 유흥 주점업","20～29석","2019",248
"대구광역시","일반 유흥 주점업","30～49석","2017",644
"대구광역시","일반 유흥 주점업","30～49석","2018",400
"대구광역시","일반 유흥 주점업","30～49석","2019",491
"대구광역시","일반 유흥 주점업","50～99석","2017",315
"대구광역시","일반 유흥 주점업","50～99석","2018",408
"대구광역시","일반 유흥 주점업","50～99석","2019",261
"대구광역시","일반 유흥 주점업","100석 이상","2017",13
"대구광역시","일반 유흥 주점업","100석 이상","2018",8
"대구광역시","일반 유흥 주점업","100석 이상","2019",62
"대구광역시","무도 유흥 주점업","사업체수","2017",95
"대구광역시","무도 유흥 주점업","사업체수","2018",97
"대구광역시","무도 유흥 주점업","사업체수","2019",93
"대구광역시","무도 유흥 주점업","9석 이하","2017",-
"대구광역시","무도 유흥 주점업","9석 이하","2018",9
"대구광역시","무도 유흥 주점업","9석 이하","2019",0
"대구광역시","무도 유흥 주점업","10～19석","2017",14
"대구광역시","무도 유흥 주점업","10～19석","2018",9
"대구광역시","무도 유흥 주점업","10～19석","2019",18
"대구광역시","무도 유흥 주점업","20～29석","2017",-
"대구광역시","무도 유흥 주점업","20～29석","2018",18
"대구광역시","무도 유흥 주점업","20～29석","2019",0
"대구광역시","무도 유흥 주점업","30～49석","2017",43
"대구광역시","무도 유흥 주점업","30～49석","2018",14
"대구광역시","무도 유흥 주점업","30～49석","2019",41
"대구광역시","무도 유흥 주점업","50～99석","2017",26
"대구광역시","무도 유흥 주점업","50～99석","2018",33
"대구광역시","무도 유흥 주점업","50～99석","2019",5
"대구광역시","무도 유흥 주점업","100석 이상","2017",12
"대구광역시","무도 유흥 주점업","100석 이상","2018",14
"대구광역시","무도 유흥 주점업","100석 이상","2019",29
"대구광역시","생맥주 전문점","사업체수","2017",270
"대구광역시","생맥주 전문점","사업체수","2018",258
"대구광역시","생맥주 전문점","사업체수","2019",281
"대구광역시","생맥주 전문점","9석 이하","2017",8
"대구광역시","생맥주 전문점","9석 이하","2018",16
"대구광역시","생맥주 전문점","9석 이하","2019",20
"대구광역시","생맥주 전문점","10～19석","2017",16
"대구광역시","생맥주 전문점","10～19석","2018",33
"대구광역시","생맥주 전문점","10～19석","2019",80
"대구광역시","생맥주 전문점","20～29석","2017",78
"대구광역시","생맥주 전문점","20～29석","2018",49
"대구광역시","생맥주 전문점","20～29석","2019",80
"대구광역시","생맥주 전문점","30～49석","2017",99
"대구광역시","생맥주 전문점","30～49석","2018",84
"대구광역시","생맥주 전문점","30～49석","2019",26
"대구광역시","생맥주 전문점","50～99석","2017",68
"대구광역시","생맥주 전문점","50～99석","2018",66
"대구광역시","생맥주 전문점","50～99석","2019",68
"대구광역시","생맥주 전문점","100석 이상","2017",1
"대구광역시","생맥주 전문점","100석 이상","2018",10
"대구광역시","생맥주 전문점","100석 이상","2019",8
"대구광역시","기타 주점업","사업체수","2017",4694
"대구광역시","기타 주점업","사업체수","2018",4809
"대구광역시","기타 주점업","사업체수","2019",4465
"대구광역시","기타 주점업","9석 이하","2017",143
"대구광역시","기타 주점업","9석 이하","2018",172
"대구광역시","기타 주점업","9석 이하","2019",209
"대구광역시","기타 주점업","10～19석","2017",286
"대구광역시","기타 주점업","10～19석","2018",689
"대구광역시","기타 주점업","10～19석","2019",417
"대구광역시","기타 주점업","20～29석","2017",1074
"대구광역시","기타 주점업","20～29석","2018",1250
"대구광역시","기타 주점업","20～29석","2019",1065
"대구광역시","기타 주점업","30～49석","2017",2000
"대구광역시","기타 주점업","30～49석","2018",1561
"대구광역시","기타 주점업","30～49석","2019",1315
"대구광역시","기타 주점업","50～99석","2017",998
"대구광역시","기타 주점업","50～99석","2018",1045
"대구광역시","기타 주점업","50～99석","2019",1420
"대구광역시","기타 주점업","100석 이상","2017",192
"대구광역시","기타 주점업","100석 이상","2018",92
"대구광역시","기타 주점업","100석 이상","2019",39
"대구광역시","비알코올 음료점업","사업체수","2017",3625
"대구광역시","비알코올 음료점업","사업체수","2018",3980
"대구광역시","비알코올 음료점업","사업체수","2019",4394
"대구광역시","비알코올 음료점업","9석 이하","2017",398
"대구광역시","비알코올 음료점업","9석 이하","2018",303
"대구광역시","비알코올 음료점업","9석 이하","2019",664
"대구광역시","비알코올 음료점업","10～19석","2017",730
"대구광역시","비알코올 음료점업","10～19석","2018",990
"대구광역시","비알코올 음료점업","10～19석","2019",615
"대구광역시","비알코올 음료점업","20～29석","2017",724
"대구광역시","비알코올 음료점업","20～29석","2018",1379
"대구광역시","비알코올 음료점업","20～29석","2019",570
"대구광역시","비알코올 음료점업","30～49석","2017",854
"대구광역시","비알코올 음료점업","30～49석","2018",713
"대구광역시","비알코올 음료점업","30～49석","2019",1031
"대구광역시","비알코올 음료점업","50～99석","2017",625
"대구광역시","비알코올 음료점업","50～99석","2018",92
"대구광역시","비알코올 음료점업","50～99석","2019",1075
"대구광역시","비알코올 음료점업","100석 이상","2017",295
"대구광역시","비알코올 음료점업","100석 이상","2018",502
"대구광역시","비알코올 음료점업","100석 이상","2019",439
"대구광역시","커피 전문점","사업체수","2017",2975
"대구광역시","커피 전문점","사업체수","2018",3314
"대구광역시","커피 전문점","사업체수","2019",3707
"대구광역시","커피 전문점","9석 이하","2017",307
"대구광역시","커피 전문점","9석 이하","2018",192
"대구광역시","커피 전문점","9석 이하","2019",442
"대구광역시","커피 전문점","10～19석","2017",583
"대구광역시","커피 전문점","10～19석","2018",824
"대구광역시","커피 전문점","10～19석","2019",494
"대구광역시","커피 전문점","20～29석","2017",522
"대구광역시","커피 전문점","20～29석","2018",1037
"대구광역시","커피 전문점","20～29석","2019",376
"대구광역시","커피 전문점","30～49석","2017",694
"대구광역시","커피 전문점","30～49석","2018",669
"대구광역시","커피 전문점","30～49석","2019",936
"대구광역시","커피 전문점","50～99석","2017",577
"대구광역시","커피 전문점","50～99석","2018",91
"대구광역시","커피 전문점","50～99석","2019",1030
"대구광역시","커피 전문점","100석 이상","2017",292
"대구광역시","커피 전문점","100석 이상","2018",501
"대구광역시","커피 전문점","100석 이상","2019",430
"대구광역시","기타 비알코올 음료점업","사업체수","2017",650
"대구광역시","기타 비알코올 음료점업","사업체수","2018",666
"대구광역시","기타 비알코올 음료점업","사업체수","2019",687
"대구광역시","기타 비알코올 음료점업","9석 이하","2017",91
"대구광역시","기타 비알코올 음료점업","9석 이하","2018",111
"대구광역시","기타 비알코올 음료점업","9석 이하","2019",221
"대구광역시","기타 비알코올 음료점업","10～19석","2017",147
"대구광역시","기타 비알코올 음료점업","10～19석","2018",166
"대구광역시","기타 비알코올 음료점업","10～19석","2019",121
"대구광역시","기타 비알코올 음료점업","20～29석","2017",201
"대구광역시","기타 비알코올 음료점업","20～29석","2018",342
"대구광역시","기타 비알코올 음료점업","20～29석","2019",195
"대구광역시","기타 비알코올 음료점업","30～49석","2017",161
"대구광역시","기타 비알코올 음료점업","30～49석","2018",44
"대구광역시","기타 비알코올 음료점업","30～49석","2019",96
"대구광역시","기타 비알코올 음료점업","50～99석","2017",48
"대구광역시","기타 비알코올 음료점업","50～99석","2018",1
"대구광역시","기타 비알코올 음료점업","50～99석","2019",45
"대구광역시","기타 비알코올 음료점업","100석 이상","2017",2
"대구광역시","기타 비알코올 음료점업","100석 이상","2018",1
"대구광역시","기타 비알코올 음료점업","100석 이상","2019",9
"인천광역시","음식점 및 주점업","사업체수","2017",32989
"인천광역시","음식점 및 주점업","사업체수","2018",33677
"인천광역시","음식점 및 주점업","사업체수","2019",34927
"인천광역시","음식점 및 주점업","9석 이하","2017",2700
"인천광역시","음식점 및 주점업","9석 이하","2018",4407
"인천광역시","음식점 및 주점업","9석 이하","2019",4758
"인천광역시","음식점 및 주점업","10～19석","2017",4934
"인천광역시","음식점 및 주점업","10～19석","2018",4994
"인천광역시","음식점 및 주점업","10～19석","2019",6132
"인천광역시","음식점 및 주점업","20～29석","2017",7291
"인천광역시","음식점 및 주점업","20～29석","2018",7076
"인천광역시","음식점 및 주점업","20～29석","2019",6822
"인천광역시","음식점 및 주점업","30～49석","2017",8862
"인천광역시","음식점 및 주점업","30～49석","2018",7876
"인천광역시","음식점 및 주점업","30～49석","2019",8554
"인천광역시","음식점 및 주점업","50～99석","2017",6380
"인천광역시","음식점 및 주점업","50～99석","2018",7039
"인천광역시","음식점 및 주점업","50～99석","2019",6993
"인천광역시","음식점 및 주점업","100석 이상","2017",2824
"인천광역시","음식점 및 주점업","100석 이상","2018",2284
"인천광역시","음식점 및 주점업","100석 이상","2019",1668
"인천광역시","음식점업","사업체수","2017",23404
"인천광역시","음식점업","사업체수","2018",23790
"인천광역시","음식점업","사업체수","2019",24687
"인천광역시","음식점업","9석 이하","2017",2314
"인천광역시","음식점업","9석 이하","2018",3905
"인천광역시","음식점업","9석 이하","2019",3425
"인천광역시","음식점업","10～19석","2017",3334
"인천광역시","음식점업","10～19석","2018",3290
"인천광역시","음식점업","10～19석","2019",3695
"인천광역시","음식점업","20～29석","2017",4691
"인천광역시","음식점업","20～29석","2018",4359
"인천광역시","음식점업","20～29석","2019",4619
"인천광역시","음식점업","30～49석","2017",6066
"인천광역시","음식점업","30～49석","2018",5228
"인천광역시","음식점업","30～49석","2019",5960
"인천광역시","음식점업","50～99석","2017",4716
"인천광역시","음식점업","50～99석","2018",5120
"인천광역시","음식점업","50～99석","2019",5485
"인천광역시","음식점업","100석 이상","2017",2283
"인천광역시","음식점업","100석 이상","2018",1890
"인천광역시","음식점업","100석 이상","2019",1503
"인천광역시","한식 음식점업","사업체수","2017",13926
"인천광역시","한식 음식점업","사업체수","2018",13943
"인천광역시","한식 음식점업","사업체수","2019",14546
"인천광역시","한식 음식점업","9석 이하","2017",532
"인천광역시","한식 음식점업","9석 이하","2018",1197
"인천광역시","한식 음식점업","9석 이하","2019",743
"인천광역시","한식 음식점업","10～19석","2017",1320
"인천광역시","한식 음식점업","10～19석","2018",1498
"인천광역시","한식 음식점업","10～19석","2019",1443
"인천광역시","한식 음식점업","20～29석","2017",2920
"인천광역시","한식 음식점업","20～29석","2018",2334
"인천광역시","한식 음식점업","20～29석","2019",2629
"인천광역시","한식 음식점업","30～49석","2017",4322
"인천광역시","한식 음식점업","30～49석","2018",3499
"인천광역시","한식 음식점업","30～49석","2019",4562
"인천광역시","한식 음식점업","50～99석","2017",3293
"인천광역시","한식 음식점업","50～99석","2018",3955
"인천광역시","한식 음식점업","50～99석","2019",4272
"인천광역시","한식 음식점업","100석 이상","2017",1539
"인천광역시","한식 음식점업","100석 이상","2018",1460
"인천광역시","한식 음식점업","100석 이상","2019",896
"인천광역시","한식 일반 음식점업","사업체수","2017",8805
"인천광역시","한식 일반 음식점업","사업체수","2018",8433
"인천광역시","한식 일반 음식점업","사업체수","2019",8782
"인천광역시","한식 일반 음식점업","9석 이하","2017",431
"인천광역시","한식 일반 음식점업","9석 이하","2018",1131
"인천광역시","한식 일반 음식점업","9석 이하","2019",244
"인천광역시","한식 일반 음식점업","10～19석","2017",466
"인천광역시","한식 일반 음식점업","10～19석","2018",1029
"인천광역시","한식 일반 음식점업","10～19석","2019",1295
"인천광역시","한식 일반 음식점업","20～29석","2017",2192
"인천광역시","한식 일반 음식점업","20～29석","2018",1337
"인천광역시","한식 일반 음식점업","20～29석","2019",1841
"인천광역시","한식 일반 음식점업","30～49석","2017",2597
"인천광역시","한식 일반 음식점업","30～49석","2018",2088
"인천광역시","한식 일반 음식점업","30～49석","2019",2849
"인천광역시","한식 일반 음식점업","50～99석","2017",2193
"인천광역시","한식 일반 음식점업","50～99석","2018",1883
"인천광역시","한식 일반 음식점업","50～99석","2019",2222
"인천광역시","한식 일반 음식점업","100석 이상","2017",925
"인천광역시","한식 일반 음식점업","100석 이상","2018",964
"인천광역시","한식 일반 음식점업","100석 이상","2019",332
"인천광역시","한식 면 요리 전문점","사업체수","2017",977
"인천광역시","한식 면 요리 전문점","사업체수","2018",995
"인천광역시","한식 면 요리 전문점","사업체수","2019",998
"인천광역시","한식 면 요리 전문점","9석 이하","2017",-
"인천광역시","한식 면 요리 전문점","9석 이하","2018",0
"인천광역시","한식 면 요리 전문점","9석 이하","2019",93
"인천광역시","한식 면 요리 전문점","10～19석","2017",157
"인천광역시","한식 면 요리 전문점","10～19석","2018",65
"인천광역시","한식 면 요리 전문점","10～19석","2019",0
"인천광역시","한식 면 요리 전문점","20～29석","2017",278
"인천광역시","한식 면 요리 전문점","20～29석","2018",317
"인천광역시","한식 면 요리 전문점","20～29석","2019",158
"인천광역시","한식 면 요리 전문점","30～49석","2017",347
"인천광역시","한식 면 요리 전문점","30～49석","2018",307
"인천광역시","한식 면 요리 전문점","30～49석","2019",488
"인천광역시","한식 면 요리 전문점","50～99석","2017",140
"인천광역시","한식 면 요리 전문점","50～99석","2018",262
"인천광역시","한식 면 요리 전문점","50～99석","2019",193
"인천광역시","한식 면 요리 전문점","100석 이상","2017",56
"인천광역시","한식 면 요리 전문점","100석 이상","2018",44
"인천광역시","한식 면 요리 전문점","100석 이상","2019",66
"인천광역시","한식 육류 요리 전문점","사업체수","2017",2648
"인천광역시","한식 육류 요리 전문점","사업체수","2018",2918
"인천광역시","한식 육류 요리 전문점","사업체수","2019",3172
"인천광역시","한식 육류 요리 전문점","9석 이하","2017",101
"인천광역시","한식 육류 요리 전문점","9석 이하","2018",0
"인천광역시","한식 육류 요리 전문점","9석 이하","2019",224
"인천광역시","한식 육류 요리 전문점","10～19석","2017",427
"인천광역시","한식 육류 요리 전문점","10～19석","2018",161
"인천광역시","한식 육류 요리 전문점","10～19석","2019",0
"인천광역시","한식 육류 요리 전문점","20～29석","2017",287
"인천광역시","한식 육류 요리 전문점","20～29석","2018",482
"인천광역시","한식 육류 요리 전문점","20～29석","2019",448
"인천광역시","한식 육류 요리 전문점","30～49석","2017",906
"인천광역시","한식 육류 요리 전문점","30～49석","2018",642
"인천광역시","한식 육류 요리 전문점","30～49석","2019",672
"인천광역시","한식 육류 요리 전문점","50～99석","2017",596
"인천광역시","한식 육류 요리 전문점","50～99석","2018",1269
"인천광역시","한식 육류 요리 전문점","50～99석","2019",1407
"인천광역시","한식 육류 요리 전문점","100석 이상","2017",331
"인천광역시","한식 육류 요리 전문점","100석 이상","2018",364
"인천광역시","한식 육류 요리 전문점","100석 이상","2019",421
"인천광역시","한식 해산물 요리 전문점","사업체수","2017",1496
"인천광역시","한식 해산물 요리 전문점","사업체수","2018",1597
"인천광역시","한식 해산물 요리 전문점","사업체수","2019",1594
"인천광역시","한식 해산물 요리 전문점","9석 이하","2017",-
"인천광역시","한식 해산물 요리 전문점","9석 이하","2018",66
"인천광역시","한식 해산물 요리 전문점","9석 이하","2019",182
"인천광역시","한식 해산물 요리 전문점","10～19석","2017",270
"인천광역시","한식 해산물 요리 전문점","10～19석","2018",243
"인천광역시","한식 해산물 요리 전문점","10～19석","2019",148
"인천광역시","한식 해산물 요리 전문점","20～29석","2017",162
"인천광역시","한식 해산물 요리 전문점","20～29석","2018",198
"인천광역시","한식 해산물 요리 전문점","20～29석","2019",182
"인천광역시","한식 해산물 요리 전문점","30～49석","2017",473
"인천광역시","한식 해산물 요리 전문점","30～49석","2018",462
"인천광역시","한식 해산물 요리 전문점","30～49석","2019",553
"인천광역시","한식 해산물 요리 전문점","50～99석","2017",363
"인천광역시","한식 해산물 요리 전문점","50～99석","2018",541
"인천광역시","한식 해산물 요리 전문점","50～99석","2019",450
"인천광역시","한식 해산물 요리 전문점","100석 이상","2017",228
"인천광역시","한식 해산물 요리 전문점","100석 이상","2018",87
"인천광역시","한식 해산물 요리 전문점","100석 이상","2019",77
"인천광역시","외국식 음식점업","사업체수","2017",2220
"인천광역시","외국식 음식점업","사업체수","2018",2446
"인천광역시","외국식 음식점업","사업체수","2019",2575
"인천광역시","외국식 음식점업","9석 이하","2017",114
"인천광역시","외국식 음식점업","9석 이하","2018",332
"인천광역시","외국식 음식점업","9석 이하","2019",190
"인천광역시","외국식 음식점업","10～19석","2017",185
"인천광역시","외국식 음식점업","10～19석","2018",226
"인천광역시","외국식 음식점업","10～19석","2019",575
"인천광역시","외국식 음식점업","20～29석","2017",381
"인천광역시","외국식 음식점업","20～29석","2018",396
"인천광역시","외국식 음식점업","20～29석","2019",409
"인천광역시","외국식 음식점업","30～49석","2017",760
"인천광역시","외국식 음식점업","30～49석","2018",784
"인천광역시","외국식 음식점업","30～49석","2019",715
"인천광역시","외국식 음식점업","50～99석","2017",568
"인천광역시","외국식 음식점업","50～99석","2018",563
"인천광역시","외국식 음식점업","50～99석","2019",492
"인천광역시","외국식 음식점업","100석 이상","2017",214
"인천광역시","외국식 음식점업","100석 이상","2018",145
"인천광역시","외국식 음식점업","100석 이상","2019",196
"인천광역시","중식 음식점업","사업체수","2017",1143
"인천광역시","중식 음식점업","사업체수","2018",1167
"인천광역시","중식 음식점업","사업체수","2019",1234
"인천광역시","중식 음식점업","9석 이하","2017",84
"인천광역시","중식 음식점업","9석 이하","2018",106
"인천광역시","중식 음식점업","9석 이하","2019",129
"인천광역시","중식 음식점업","10～19석","2017",84
"인천광역시","중식 음식점업","10～19석","2018",106
"인천광역시","중식 음식점업","10～19석","2019",387
"인천광역시","중식 음식점업","20～29석","2017",167
"인천광역시","중식 음식점업","20～29석","2018",33
"인천광역시","중식 음식점업","20～29석","2019",81
"인천광역시","중식 음식점업","30～49석","2017",384
"인천광역시","중식 음식점업","30～49석","2018",522
"인천광역시","중식 음식점업","30～49석","2019",293
"인천광역시","중식 음식점업","50～99석","2017",311
"인천광역시","중식 음식점업","50～99석","2018",357
"인천광역시","중식 음식점업","50～99석","2019",292
"인천광역시","중식 음식점업","100석 이상","2017",113
"인천광역시","중식 음식점업","100석 이상","2018",44
"인천광역시","중식 음식점업","100석 이상","2019",52
"인천광역시","일식 음식점업","사업체수","2017",491
"인천광역시","일식 음식점업","사업체수","2018",613
"인천광역시","일식 음식점업","사업체수","2019",599
"인천광역시","일식 음식점업","9석 이하","2017",26
"인천광역시","일식 음식점업","9석 이하","2018",131
"인천광역시","일식 음식점업","9석 이하","2019",0
"인천광역시","일식 음식점업","10～19석","2017",79
